sender,receiver,receiver_2,event_day,rec_pub_day,rec_pub_year,rec_pub_day_2,rec_pub_year_2,lag,lag_2,jac_sim,jac_sim_2,cumu_cit_rec,cumu_cit_rec_2,rec_outd,rec_outd_2,tfe,tfe_2,sim,sim_2
10346853,5970479,5391057,15895,8692,1999,6991,1995,7203,8904,1.0,0.0,391,2.0,19,2,28,3059.0,0.29541170597076416,0.08939462900161743
10346377,4589081,5016450,15895,3785,1986,5619,1991,12110,10276,0.0,0.0,31,9.0,7,2,0,2639.0,0.5465579628944397,0.06070319935679436
10350556,6932914,6066291,15902,10827,2005,8909,2000,5075,6993,0.0,0.0,11,4.0,3,3,469,2856.0,0.28691428899765015,0.21017669141292572
10350423,7289855,5355575,15902,11625,2007,6865,1994,4277,9037,1.0,0.0,142,13.0,16,7,21,658.0,0.4068973660469055,0.21031036972999573
10356589,9185535,4202902,15902,14558,2015,1594,1980,1344,14308,0.5,0.0,1,7.0,4,2,1344,1722.0,0.7327527403831482,-0.008571010082960129
10349880,5501675,4409715,15902,7390,1996,2847,1983,8512,13055,1.0,0.0,162,8.0,14,1,21,3563.0,0.42952558398246765,0.3056517541408539
10352995,9748626,7100899,15902,15216,2017,11205,2006,686,4697,0.0,0.0,88,2.0,1563,2,7,1631.0,0.174716979265213,0.25464046001434326
10349999,8848808,5152154,15902,14152,2014,6123,1992,1750,9779,0.0,0.0,23,4.0,16,3,7,693.0,0.34577926993370056,0.028874706476926804
10355402,5606237,7421803,15902,7726,1997,11940,2008,8176,3962,1.0,0.0,18,6.0,7,5,245,966.0,0.41163116693496704,0.3174196183681488
10357246,7784663,4225571,15909,12661,2010,1734,1980,3248,14175,1.0,0.0,614,4.0,138,2,7,532.0,0.43843311071395874,0.25117868185043335
10360641,8622661,4218748,15909,13886,2014,1692,1980,2023,14217,0.0,1.0,7,6.0,28,4,392,11676.0,0.24293814599514008,0.3249829411506653
10357279,6854187,8606106,15909,10638,2005,13858,2013,5271,2051,0.0,0.0,25,5.0,9,4,7,630.0,0.4401021897792816,0.182233065366745
10362715,6058445,4641980,15909,8888,2000,4058,1987,7021,11851,0.3333333333333333,0.0,34,28.0,66,4,70,630.0,0.4769614338874817,0.17687641084194183
10357201,6433401,5056049,15909,9721,2002,5759,1991,6188,10150,0.25,0.0,123,22.0,50,5,7,784.0,0.5146480202674866,0.1819954663515091
10361201,6732006,4715477,15909,10351,2004,4380,1987,5558,11529,0.0,0.0,35,11.0,4,2,14,308.0,0.2531181573867798,0.2571695148944855
10361201,8349083,6382420,15909,13522,2013,9623,2002,2387,6286,0.5,0.0,20,24.0,28,8,14,1239.0,0.24850089848041534,0.3182973265647888
10361721,6362757,7391329,15909,9581,2002,11863,2008,6328,4046,0.5,0.0,36,15.0,7,36,105,224.0,0.4574616253376007,0.22583356499671936
10357257,7194120,7551768,15909,11401,2007,12227,2009,4508,3682,0.0,0.0,17,2.0,16,8,0,1176.0,0.39797109365463257,0.2921845316886902
10361489,8941912,6189536,15909,14271,2015,9182,2001,1638,6727,0.25,0.0,190,18.0,6,16,0,7.0,0.27027347683906555,0.2819313108921051
10361083,6818535,4356433,15909,10547,2004,2490,1982,5362,13419,0.3333333333333333,0.0,21,39.0,11,3,14,2436.0,0.4291556179523468,0.17631062865257263
10361783,7359408,8630940,15909,11793,2008,13893,2014,4116,2016,1.0,0.0,92,2.0,3,1,0,1386.0,0.3306739330291748,0.15087834000587463
10360567,7090128,5530991,15909,11184,2006,7488,1996,4725,8421,0.5,0.0,74,5.0,12,5,14,14.0,0.44108814001083374,0.1304168403148651
10359697,8215946,7944553,15909,13340,2012,12920,2011,2569,2989,0.0,0.0,11,9.0,146,1,21,154.0,0.7279657125473022,0.20366321504116058
10357246,5779130,9065371,15909,8230,1998,14418,2015,7679,1491,1.0,0.0,1178,1.0,42,55,0,1491.0,0.5898907780647278,0.22614064812660217
10364598,8624844,4734632,15916,13886,2014,4471,1988,2030,11445,0.3333333333333333,0.0,38,15.0,66,2,21,231.0,0.350818395614624,0.2129293531179428
10362967,6848444,6103082,15916,10624,2005,8993,2000,5292,6923,1.0,0.0,40,2.0,34,1,7,2618.0,0.4674544334411621,0.18653100728988647
10365047,5899265,5217607,15916,8524,1999,6368,1993,7392,9548,0.3333333333333333,0.0,28,24.0,12,18,280,567.0,0.5035723447799683,0.2887578308582306
10367384,8922083,8691935,15916,14243,2014,13977,2014,1673,1939,1.0,0.0,8,2.0,8,3,21,840.0,0.6920792460441589,0.1460990011692047
10363033,6893435,4328489,15916,10729,2005,2315,1982,5187,13601,1.0,0.0,657,12.0,19,3,0,5971.0,0.3388000428676605,0.12111710011959076
10363036,7067038,5541931,15916,11135,2006,7516,1996,4781,8400,0.0,0.0,391,7.0,37,10,0,1554.0,0.17937301099300385,0.040728408843278885
10366231,7448084,5289724,15916,11996,2008,6634,1994,3920,9282,0.5,0.0,216,7.0,8,3,28,1232.0,0.43874669075012207,0.17652589082717896
10363766,6629916,5191244,15916,10141,2003,6270,1993,5775,9646,0.0,0.0,16,18.0,22,2,700,721.0,0.45189613103866577,0.16688868403434753
10363197,4686439,4619849,15916,4240,1987,3953,1986,11676,11963,0.09090909090909091,0.0,59,19.0,13,3,70,77.0,0.36047402024269104,-0.065760537981987
10363133,8932349,5536169,15916,14257,2015,7502,1996,1659,8414,1.0,1.0,20,16.0,209,15,49,287.0,0.6167110204696655,0.30688607692718506
10365810,6956477,4682349,15916,10883,2005,4219,1987,5033,11697,0.3333333333333333,0.3333333333333333,57,7.0,10,5,21,6636.0,0.40325555205345154,0.2886483073234558
10366338,6694337,4404141,15916,10274,2004,2812,1983,5642,13104,1.0,0.0,48,9.0,28,3,0,161.0,0.25279808044433594,-0.03935599699616432
10368386,6498838,8588601,15916,9854,2002,13837,2013,6062,2079,1.0,0.0,6,2.0,4,3,2590,1239.0,0.3343181610107422,0.22870789468288422
10369629,9700908,6375277,15923,15167,2017,9609,2002,756,6314,0.0,0.0,19,11.0,95,3,14,343.0,0.4616592526435852,0.17524562776088715
10371721,6774803,6266339,15923,10449,2004,9336,2001,5474,6587,0.0,0.5,17,35.0,24,33,98,434.0,0.2868645489215851,0.15826396644115448
10368658,5664395,5076555,15923,7922,1997,5843,1991,8001,10080,0.2,0.0,117,27.0,4,2,14,1505.0,0.5053804516792297,0.405362993478775
10373457,9805564,5180500,15923,15279,2017,6228,1993,644,9695,1.0,0.0,6,5.0,15,2,84,4494.0,0.6020153164863586,0.02473088726401329
10373136,10013605,8533214,15923,15524,2018,13767,2013,399,2156,0.5,1.0,4,2.0,434,17,21,1589.0,0.47130876779556274,0.21743394434452057
10369015,8241328,6599986,15923,13375,2012,10071,2003,2548,5852,1.0,0.0,33,2.0,8,6,28,2639.0,0.4494381546974182,0.13577836751937866
10368539,7044085,4781014,15923,11093,2006,4688,1988,4830,11235,0.3333333333333333,0.3333333333333333,3,4.0,12,5,378,5845.0,0.5213629007339478,0.1013149693608284
10372612,6950898,3999303,15923,10862,2005,362,1976,5061,15561,0.25,0.0,153,9.0,11,2,7,4088.0,0.42717885971069336,0.1809554547071457
10371850,6418788,7598936,15923,9693,2002,12332,2009,6230,3591,1.0,0.0,19,2.0,19,4,154,2135.0,0.4151614010334015,0.29923146963119507
10368867,5693042,5352454,15923,8006,1997,6851,1994,7917,9072,1.0,0.0,726,2.0,5,2,0,3388.0,0.544091522693634,0.16791659593582153
10370957,6778720,6353836,15923,10456,2004,9560,2002,5467,6363,0.0,0.0,8,3.0,15,12,35,126.0,0.24445641040802002,0.07596635073423386
10369829,7300044,4610948,15923,11653,2007,3904,1986,4270,12019,0.0,0.0,13,10.0,6,2,259,5236.0,0.4303605854511261,0.12833137810230255
10368864,6629988,5120300,15923,10141,2003,6004,1992,5782,9919,0.5,0.3333333333333333,773,16.0,26,2,0,49.0,0.2770577669143677,0.2772263288497925
10370661,5166315,8325007,15923,6172,1992,13487,2012,9751,2436,0.0,0.0,386,3.0,1,10,0,315.0,0.27865761518478394,-0.03331351652741432
10368865,5111987,5571325,15923,5976,1992,7614,1996,9947,8309,1.0,0.0,867,10.0,3,7,0,63.0,0.5527783036231995,0.28069186210632324
10369429,8206241,6384755,15923,13326,2012,9623,2002,2597,6300,1.0,0.0,82,32.0,35,6,28,343.0,0.2970864474773407,0.07941208779811859
10371748,5852617,5429576,15923,8391,1998,7124,1995,7532,8799,0.3333333333333333,0.0,93,63.0,8,5,406,35.0,0.1753600686788559,0.2656688690185547
10373535,6065854,9195686,15923,8909,2000,14572,2015,7014,1351,0.16666666666666666,0.16666666666666666,76,1.0,1,9,126,1351.0,0.6957934498786926,0.2540065348148346
10370150,6652571,4439767,15923,10190,2003,3008,1984,5733,12915,0.5,0.0,296,11.0,27,4,0,1218.0,0.35110530257225037,0.14434319734573364
10380071,7444381,6417008,15930,11989,2008,9686,2002,3941,6244,0.5,0.0,30,6.0,31,32,7,476.0,0.4375324845314026,0.21342630684375763
10378049,5656493,4917882,15930,7894,1997,5220,1990,8036,10710,0.2,0.0,357,18.0,42,12,7,483.0,0.40730834007263184,0.2135854959487915
10376395,6110198,7933132,15930,9007,2000,12899,2011,6923,3031,1.0,0.0,270,7.0,41,5,21,378.0,0.47855669260025024,0.07175927609205246
10376644,5859531,7194848,15930,8412,1999,11408,2007,7518,4522,0.0,0.0,10,5.0,12,182,168,896.0,0.5870312452316284,0.10647819191217422
10380720,9040574,6120942,15930,14390,2015,9028,2000,1540,6902,0.0,0.0,123,12.0,2,5,0,2247.0,0.07427212595939636,0.3968999683856964
10379745,7707362,4015208,15930,12535,2010,453,1977,3395,15477,1.0,0.0,3,25.0,12,1,1456,4704.0,0.48408111929893494,0.29734230041503906
10376677,5135504,7500055,15930,6060,1992,12115,2009,9870,3815,1.0,0.0,208,8.0,16,13,21,1092.0,0.4691073000431061,0.1055489107966423
10380719,6157747,6083216,15930,9105,2000,8951,2000,6825,6979,1.0,0.0,252,27.0,5,22,7,707.0,0.5524464249610901,0.16757509112358093
10382976,8578076,7336775,15930,13823,2013,11744,2008,2107,4186,0.0,0.5,258,31.0,61,3,7,147.0,0.19094200432300568,0.28397899866104126
10380679,7497369,4945326,15930,12115,2009,5325,1990,3815,10605,1.0,0.0,13,5.0,33,3,224,4214.0,0.382633239030838,0.20700344443321228
10381483,8076749,9035354,15930,13130,2011,14383,2015,2800,1547,0.3333333333333333,0.3333333333333333,14,1.0,17,81,252,1547.0,0.432037353515625,0.3014511168003082
10389134,6369461,7279905,15937,9595,2002,11604,2007,6342,4333,1.0,0.5,159,6.0,4,12,0,1862.0,0.34626466035842896,0.40512755513191223
10389625,7983174,4670057,15937,12983,2011,4170,1987,2954,11767,0.0,0.0,77,12.0,27,1,0,266.0,0.2736026644706726,0.03488677740097046
10383309,8468973,4170852,15937,13690,2013,1384,1979,2247,14553,1.0,0.0,4,24.0,3,2,7,231.0,0.5698525309562683,0.27637147903442383
10387868,6814282,5611247,15937,10540,2004,7747,1997,5397,8190,0.5,0.0,155,2.0,32,6,77,5866.0,0.4486768841743469,0.14498168230056763
10387719,9292973,4941393,15937,14691,2016,5311,1990,1246,10626,0.5,0.0,9,2.0,23,5,49,6587.0,0.14053674042224884,0.06571859866380692
10383630,8177797,6744014,15937,13284,2012,10379,2004,2653,5558,1.0,0.0,423,2.0,17,5,7,4865.0,0.27495744824409485,0.25933608412742615
10384422,6924037,5645565,15937,10806,2005,7859,1997,5131,8078,0.5,0.0,53,32.0,3,21,7,35.0,0.5171393156051636,0.1293194591999054
10384203,6472166,5264241,15937,9798,2002,6536,1993,6139,9401,0.0,0.0,25,9.0,17,1,112,1204.0,0.3074657917022705,0.17517006397247314
10389136,7454253,7391329,15937,12010,2008,11863,2008,3927,4074,0.5,0.0,29,15.0,11,36,0,252.0,0.21027782559394836,0.1644473671913147
10387073,5212772,6089376,15937,6347,1993,8965,2000,9590,6972,0.5,0.0,741,2.0,13,8,0,6006.0,0.3807602524757385,0.18033480644226074
10385623,5377773,4340999,15937,6942,1995,2399,1982,8995,13538,0.25,0.0,53,5.0,10,1,49,5075.0,0.5481250286102295,0.15953904390335083
10394550,7003768,5111170,15944,11009,2006,5969,1992,4935,9975,1.0,0.0,14,4.0,2,3,77,4403.0,0.27558717131614685,0.19853976368904114
10396450,9263836,7564913,15944,14656,2016,12255,2009,1288,3689,0.5,0.5,3,5.0,5,9,735,1561.0,0.5260319709777832,0.2893734574317932
10390846,6063123,8334373,15944,8902,2000,13501,2012,7042,2443,1.0,0.0,42,1.0,5,1,98,2443.0,0.49505674839019775,0.10075332224369049
10392935,8596354,4371334,15944,13851,2013,2588,1983,2093,13356,1.0,0.0,10,4.0,35,1,308,1099.0,0.5009123086929321,0.1755230873823166
10391116,6678548,7404851,15944,10239,2004,11898,2008,5705,4046,0.5,0.0,83,2.0,27,6,21,2219.0,-0.0006766663864254951,0.09049602597951889
10396173,6590346,5342425,15944,10050,2003,6816,1994,5894,9128,0.0,0.0,183,2.0,6,5,0,2450.0,0.4015699028968811,0.2018490731716156
10397450,8321849,4756366,15944,13480,2012,4576,1988,2464,11368,0.5,0.0,42,7.0,12,6,7,301.0,0.47216230630874634,0.30990007519721985
10390841,9687230,4185504,15944,15153,2017,1489,1980,791,14455,1.0,0.0,143,15.0,2361,2,0,350.0,0.6429450511932373,0.2902873754501343
10395310,7330834,6855304,15944,11730,2008,10638,2005,4214,5306,1.0,0.0,24,2.0,22,11,91,2751.0,0.3819296956062317,0.14266318082809448
10395951,9048269,4651779,15944,14397,2015,4100,1987,1547,11844,0.5,0.0,2,9.0,4,2,7,1645.0,0.5330027937889099,0.15636710822582245
10395823,5527504,7960733,15944,7474,1996,12948,2011,8470,2996,0.3333333333333333,0.3333333333333333,10,5.0,6,26,812,28.0,0.5789909362792969,0.22402691841125488
10390817,4566138,4453594,15944,3680,1986,3085,1984,12264,12859,1.0,0.0,159,11.0,9,1,7,1890.0,0.4147487282752991,0.2534380257129669
10391423,9599594,9319704,15944,15055,2017,14719,2016,889,1225,1.0,0.0,1,2.0,5,3,889,336.0,0.23159442842006683,0.13276627659797668
10393508,8194097,8738113,15944,13305,2012,14026,2014,2639,1918,0.0,0.0,61,2.0,14,31,0,483.0,0.16910454630851746,0.10329219698905945
10395944,9972504,9553701,15944,15475,2018,14999,2017,469,945,0.5,0.0,4,6.0,105,3,21,56.0,0.5768121480941772,0.2576179504394531
10401126,8701544,7153942,15951,13991,2014,11317,2006,1960,4634,0.5,0.0,8,13.0,6,27,70,1008.0,0.41844606399536133,0.1200350970029831
10400450,5163493,8150183,15951,6165,1992,13242,2012,9786,2709,0.0,0.0,14,2.0,3,1,203,217.0,0.25002408027648926,0.016853636130690575
10398966,5118114,4407087,15951,5997,1992,2833,1983,9954,13118,0.5,0.0,91,6.0,1,3,56,6734.0,0.365111768245697,0.33319926261901855
10404085,9350839,4656554,15951,14754,2016,4114,1987,1197,11837,0.0,0.5,2,9.0,5,7,693,161.0,0.26614463329315186,0.2743178606033325
10400425,9227478,4555524,15951,14614,2016,3617,1985,1337,12334,0.5,0.0,2,17.0,6,2,854,6076.0,0.42709580063819885,0.2013567090034485
10398563,8303663,6429653,15951,13459,2012,9714,2002,2492,6237,1.0,0.0,129,36.0,61,10,7,42.0,0.49108853936195374,0.29971155524253845
10398566,8632595,9666035,15951,13900,2014,15125,2017,2051,826,1.0,0.0,71,3.0,21,10,0,35.0,0.6652100682258606,0.2008362114429474
10398436,5531305,5430255,15951,7488,1996,7124,1995,8463,8827,0.0,0.0,385,13.0,13,5,0,427.0,0.21010412275791168,0.11680237948894501
10403394,6677976,5272257,15951,10239,2004,6564,1993,5712,9387,0.3333333333333333,0.0,136,24.0,9,6,28,126.0,0.3761749863624573,0.10772436112165451
10398434,6155473,7356235,15951,9105,2000,11786,2008,6846,4165,1.0,0.0,712,4.0,2,1,0,1736.0,0.384601354598999,0.23375721275806427
10405901,7341589,4376606,15958,11758,2008,2630,1983,4200,13328,1.0,0.0,115,7.0,39,1,14,6272.0,0.5297961235046387,0.3808712363243103
10411978,7609630,4235556,15958,12353,2009,1790,1980,3605,14168,1.0,0.0,14,5.0,1,1,21,5922.0,0.4462839961051941,0.18069735169410706
10410943,8721791,5097974,15958,14012,2014,5927,1992,1946,10031,1.0,0.0,52,17.0,3,22,7,1596.0,0.32492324709892273,0.30535709857940674
10411999,7697528,4258426,15958,12521,2010,1909,1981,3437,14049,1.0,0.0,20,5.0,6,10,154,7581.0,0.39075928926467896,0.21932312846183777
10407920,5413840,3990096,15958,7068,1995,306,1976,8890,15652,0.5,0.0,97,10.0,4,2,175,1148.0,0.4340985417366028,0.35664308071136475
10406871,5915714,4115819,15958,8580,1999,992,1978,7378,14966,1.0,0.0,33,9.0,7,2,329,7476.0,0.5196532607078552,0.31604868173599243
10408884,8847775,8614900,15958,14152,2014,13872,2013,1806,2086,0.25,0.0,5,4.0,10,23,266,252.0,0.5611538290977478,0.17114312946796417
10410967,5096852,4717615,15958,5920,1992,4387,1988,10038,11571,1.0,0.0,221,26.0,3,5,343,2982.0,0.37847787141799927,0.2719115614891052
10407296,8593290,6656874,15958,13844,2013,10197,2003,2114,5761,0.0,0.0,2,3.0,22,12,658,105.0,0.45224729180336,0.1589328944683075
10412487,9113052,3999130,15958,14474,2015,355,1976,1484,15603,0.5,0.0,46,4.0,47,1,7,7511.0,0.32915550470352173,0.3049803674221039
10417946,7137964,5922914,15965,11282,2006,8594,1999,4683,7371,0.0,0.0,409,35.0,146,1,0,1785.0,0.33341822028160095,0.1811886578798294
10415396,6746755,5706305,15965,10386,2004,8041,1998,5579,7924,0.0,0.0,62,8.0,25,2,154,182.0,0.47017043828964233,0.12644603848457336
10419170,7000021,8845521,15965,11002,2006,14152,2014,4963,1813,0.0,0.0,39,2.0,6,9,427,805.0,0.6587705016136169,0.4031234085559845
10413324,8226553,4414129,15965,13354,2012,2868,1983,2611,13097,1.0,0.0,132,6.0,172,3,0,7294.0,0.6792852282524109,0.07029782980680466
10416517,7453065,4832537,15965,12010,2008,4891,1989,3955,11074,0.0,0.0,3088,8.0,5,4,0,385.0,0.14961765706539154,0.11204303801059723
10413356,7742795,5207897,15965,12591,2010,6333,1993,3374,9632,1.0,0.0,259,15.0,161,11,0,1379.0,0.7056787610054016,0.28809258341789246
10413297,6866671,5089716,15965,10666,2005,5892,1992,5299,10073,1.0,0.0,707,8.0,72,9,0,175.0,0.3842225968837738,0.10127381980419159
10415302,5950379,9746688,15965,8657,1999,15216,2017,7308,749,1.0,0.0,7,11.0,8,10,84,7.0,0.7153692245483398,0.2763059437274933
10416313,7912422,7277531,15965,12864,2011,11597,2007,3101,4368,0.0,0.0,2,2.0,10,35,1638,2905.0,0.6402373909950256,0.2317582219839096
10420560,4807628,5428535,15972,4807,1989,7117,1995,11165,8855,0.3333333333333333,0.0,221,31.0,6,11,0,14.0,0.6917827129364014,0.14270207285881042
10423813,6437563,4542744,15972,9728,2002,3554,1985,6244,12418,0.0,0.0,62,23.0,24,2,0,133.0,0.3572981059551239,0.16614069044589996
10420551,8006885,8024173,15972,13025,2011,13046,2011,2947,2926,0.5,0.0,560,10.0,37,13,0,42.0,0.5148963928222656,0.2418607622385025
10425501,8676895,9245278,15972,13956,2014,14635,2016,2016,1337,0.5,0.5,5,9.0,13,56,315,7.0,0.31526896357536316,0.15014763176441193
10424145,6330978,4634437,15972,9483,2001,4023,1987,6489,11949,0.5,0.0,44,10.0,9,4,105,1316.0,0.4324759840965271,0.2348097413778305
10423176,6518737,7299557,15972,9903,2003,11653,2007,6069,4319,1.0,0.0,68,2.0,16,15,168,357.0,0.4863782823085785,0.16057811677455902
10420715,6132790,4241910,15972,9056,2000,1825,1980,6916,14147,0.5,0.0,29,8.0,7,1,434,427.0,0.1877354383468628,0.10739109665155411
10420550,7067038,9666330,15972,11135,2006,15125,2017,4837,847,0.0,0.0,414,1.0,37,2,0,847.0,0.20167867839336395,0.09467245638370514
10425149,7519014,6110019,15972,12157,2009,9007,2000,3815,6965,1.0,0.0,22,6.0,3,3,539,5495.0,0.6706822514533997,-0.035476867109537125
10425675,6009409,7473041,15972,8762,1999,12059,2009,7210,3913,0.3333333333333333,0.0,294,5.0,7,21,7,1064.0,0.47011443972587585,0.2407909482717514
10430757,6881247,6954593,15979,10701,2005,10876,2005,5278,5103,0.0,0.0,25,3.0,9,5,49,1904.0,0.4767202138900757,0.14172659814357758
10431445,5828062,4917269,15979,8335,1998,5220,1990,7644,10759,0.5,0.0,78,38.0,12,2,217,1484.0,0.5463880300521851,0.26408594846725464
10427028,5288068,4206469,15979,6627,1994,1615,1980,9352,14364,1.0,0.0,7,14.0,2,1,2156,1442.0,0.5073500275611877,0.17199988663196564
10431215,9196248,4049504,15979,14572,2015,628,1977,1407,15351,0.25,0.0,1,4.0,2,1,1407,5222.0,0.5180354714393616,0.07245431840419769
10426476,8028883,5653139,15979,13060,2011,7887,1997,2919,8092,1.0,0.0,732,6.0,103,1,0,658.0,0.38744476437568665,0.3544852137565613
10428821,9970442,7024348,15979,15475,2018,11051,2006,504,4928,0.5,0.0,13,18.0,6,9,77,91.0,0.6839470267295837,0.2607268989086151
10429925,5613048,5148255,15979,7747,1997,6102,1992,8232,9877,0.5,0.0,114,34.0,10,1,28,490.0,0.3529511094093323,0.19362127780914307
10427822,4380299,4538239,15979,2665,1983,3526,1985,13314,12453,1.0,0.0,15,37.0,7,2,1435,161.0,0.5058140158653259,0.1136479377746582
10429911,5724803,5539542,15979,8104,1998,7509,1996,7875,8470,0.0,0.0,23,15.0,12,4,56,5740.0,0.30500438809394836,0.3154086172580719
10431894,9461706,4254050,15979,14887,2016,1888,1981,1092,14091,0.0,0.0,238,12.0,784,2,7,1967.0,0.7979263663291931,0.19392094016075134
10426181,5554402,4389589,15979,7558,1996,2728,1983,8421,13251,0.0,0.0,9,10.0,9,3,357,6139.0,0.5508114099502563,0.019567158073186874
10426761,6663902,8693271,15979,10211,2003,13977,2014,5768,2002,0.4,0.0,24,5.0,56,2,28,777.0,0.32185572385787964,0.05097508803009987
10427604,6867510,6149228,15979,10666,2005,9091,2000,5313,6888,0.3333333333333333,0.3333333333333333,38,4.0,46,20,399,301.0,0.5711348056793213,0.3885544538497925
10426449,4411654,5508269,15979,2854,1983,7411,1996,13125,8568,1.0,1.0,333,22.0,11,2,14,28.0,0.35443246364593506,0.16249439120292664
10430340,5809336,8543033,15979,8293,1998,13781,2013,7686,2198,1.0,0.0,101,1.0,18,5,133,2198.0,0.194648876786232,0.22458551824092865
10433849,7966799,7692195,15986,12962,2011,12514,2010,3024,3472,0.0,0.0,580,3.0,582,4,0,35.0,0.31575074791908264,0.18683882057666779
10435827,5955177,5864138,15986,8664,1999,8426,1999,7322,7560,0.0,0.0,54,9.0,18,3,0,7.0,0.33377552032470703,0.20834963023662567
10435790,6713824,4161373,15986,10316,2004,1293,1979,5670,14693,0.0,0.0,85,14.0,16,4,28,9779.0,0.3758937120437622,0.19683648645877838
10439675,8131125,6053682,15986,13214,2012,8881,2000,2772,7105,0.0,0.0,208,9.0,149,2,28,427.0,0.12274537980556488,0.030016932636499405
10438922,8436671,7195084,15986,13641,2013,11408,2007,2345,4578,0.0,0.0,19,43.0,6,73,35,77.0,0.21765440702438354,0.35276681184768677
10437333,8717305,4945292,15986,14005,2014,5325,1990,1981,10661,1.0,0.0,70,11.0,90,2,21,2163.0,0.5304679274559021,0.254815012216568
10434242,8453838,4791683,15986,13669,2013,4737,1988,2317,11249,0.3333333333333333,0.0,8,9.0,16,5,126,336.0,0.5129765868186951,0.1374344825744629
10434692,5356029,5947405,15986,6865,1994,8650,1999,9121,7336,0.0,0.0,40,2.0,4,5,42,2919.0,0.36114898324012756,0.13435211777687073
10437130,5593549,4481989,15986,7684,1997,3239,1984,8302,12747,0.0,0.0,24,13.0,13,3,70,315.0,0.48832106590270996,0.14690274000167847
10433746,6507756,6490212,15986,9875,2003,9833,2002,6111,6153,1.0,0.0,122,19.0,13,6,63,994.0,0.3615390658378601,0.2044447958469391
10438965,8616765,8543281,15986,13879,2013,13781,2013,2107,2205,0.0,0.0,33,1.0,93,10,0,2205.0,0.4129682183265686,0.08187708258628845
10434318,8200332,4761648,15986,13312,2012,4597,1988,2674,11389,1.0,0.0,15,18.0,110,4,168,406.0,0.37975621223449707,0.2332908660173416
10436553,9791240,8551646,15986,15265,2017,13795,2013,721,2191,1.0,0.0,8,3.0,54,4,0,273.0,0.44013601541519165,0.24835512042045593
10437945,8914279,6963601,15986,14229,2014,10904,2005,1757,5082,1.0,0.0,4,4.0,3,9,168,105.0,0.16242152452468872,0.17055419087409973
10433846,4169990,6864824,15986,1370,1979,10659,2005,14616,5327,0.0,0.0,582,4.0,8,5,0,1456.0,0.18735741078853607,0.1970158815383911
10439675,7797367,4852341,15986,12675,2010,4961,1989,3311,11025,0.0,0.0,230,4.0,156,5,0,2198.0,0.09807070344686508,0.22350823879241943
10433977,5452748,3989027,15986,7208,1995,306,1976,8778,15680,0.0,0.0,56,27.0,3,1,21,2548.0,0.2809533178806305,0.1454518437385559
10442399,4532418,4902101,15993,3498,1985,5164,1990,12495,10829,0.16666666666666666,0.0,214,27.0,9,2,21,280.0,0.41681164503097534,0.21848544478416443
10444836,8239413,4343022,15993,13368,2012,2406,1982,2625,13587,0.5,0.0,46,3.0,100,4,35,7273.0,0.1452965885400772,0.23423466086387634
10442756,8663700,6118742,15993,13942,2014,9021,2000,2051,6972,0.3333333333333333,0.0,54,14.0,33,6,49,2765.0,0.5140379071235657,-0.06923525780439377
10447373,7986742,6780059,15993,12990,2011,10463,2004,3003,5530,1.0,0.0,85,26.0,192,5,14,840.0,0.3331459164619446,0.29519152641296387
10441285,8079950,5660224,15993,13137,2011,7908,1997,2856,8085,0.5,0.0,324,16.0,22,1,0,35.0,0.14835402369499207,0.2698323428630829
10442613,4520925,8608582,15993,3442,1985,13865,2013,12551,2128,0.5,0.0,53,5.0,6,7,1008,14.0,0.4505857825279236,0.11910535395145416
10448494,7718538,4079274,15993,12556,2010,803,1978,3437,15190,0.3333333333333333,0.0,28,6.0,9,1,112,4606.0,0.3434644937515259,0.1424930989742279
10441844,7082703,4889549,15993,11170,2006,5108,1989,4823,10885,0.0,0.0,54,3.0,7,1,7,8932.0,0.22061200439929962,0.2864295244216919
10446744,9594683,5523637,15993,15048,2017,7460,1996,945,8533,0.0,0.0,12,30.0,1,10,7,350.0,0.20862729847431183,0.14829203486442566
10441481,4690680,9505473,15993,4261,1987,14943,2016,11732,1050,1.0,0.0,108,1.0,3,3,105,1050.0,0.508522093296051,0.21228981018066406
10442280,5087093,9903262,15993,5885,1992,15398,2018,10108,595,0.5,0.0,31,1.0,2,2,35,595.0,0.4132443368434906,0.14600928127765656
10442399,7869576,10034356,15993,12794,2011,15545,2018,3199,448,0.2,0.0,86,1.0,33,1,21,448.0,0.43266209959983826,0.37377870082855225
10441844,6705977,7358922,15993,10302,2004,11793,2008,5691,4200,1.0,0.0,36,15.0,19,27,7,154.0,0.31630778312683105,0.10683295875787735
10441356,5810802,5075429,15993,8300,1998,5836,1991,7693,10157,1.0,0.0,548,2.0,11,5,7,4739.0,0.37573543190956116,0.03423824906349182
10446086,9171491,5797844,15993,14544,2015,8272,1998,1449,7721,0.3333333333333333,0.0,6,16.0,5,3,231,35.0,0.48332932591438293,0.039111994206905365
10445054,4530091,4138135,15993,3484,1985,1132,1979,12509,14861,0.2,0.0,109,7.0,3,2,7,2597.0,0.5697968006134033,0.21100972592830658
10446471,7480992,4442910,15993,12080,2009,3029,1984,3913,12964,0.0,0.0,8,10.0,15,3,91,441.0,0.2837170660495758,0.18052764236927032
10443690,8529394,5630212,15993,13767,2013,7803,1997,2226,8190,1.0,0.0,65,5.0,14,3,42,3465.0,0.6115615963935852,0.11309368163347244
